,ARREST_DATE, TOP_CHARGE_DESCRIPTION,HOME_PSA,CRIME_PSA
9905,8/11/21,Robbery,607,608
9906,8/11/21,Placement Violation (Warrant),401,706
9907,8/11/21,Armed Carjacking,308,602
9908,8/12/21,Placement Violation (Warrant),608,602
9909,8/12/21,Absconder (Custody Order),503,DISTRICT/JPC
9910,8/12/21,Robbery,605,405
9911,8/12/21,Theft First Degree (Stolen Auto),302,204
9912,8/12/21,Simple Assault,708,708
9913,8/12/21,Unauthorized Use Of A Vehicle,102,COURT
9914,8/12/21,Unauthorized Use Of A Vehicle,102,COURT
9915,8/12/21,Unauthorized Use Of A Vehicle,102,COURT
9916,8/12/21,Unauthorized Use Of A Vehicle,102,COURT
9917,8/14/21,Destruction Of Property Less Than $1000,607,605
9918,8/15/21,Simple Assault,405,507
9919,8/16/21,Poss W/i To Dist Marijuana-fel,605,605
9920,8/16/21,Simple Assault,Out of State,307
9921,8/17/21,Theft First Degree (Stolen Auto),604,403
9922,8/17/21,Simple Assault,401,106
9923,8/17/21,Simple Assault,503,106
9924,8/17/21,Fugitive From Justice,407,405
9925,8/18/21,Fugitive From Justice,506,506
9926,8/18/21,Armed Carjacking,704,104
9927,8/18/21,Murder II,708,501
9928,8/19/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,502,505
9929,8/19/21,Tampering Of Gps Device,607,106
9930,8/20/21,Armed Carjacking,105,502
9931,8/20/21,Armed Carjacking,105,502
9932,8/20/21,Armed Carjacking,102,501
9933,8/20/21,Armed Carjacking,102,501
9934,8/20/21,Robbery,102,501
9935,8/20/21,Armed Carjacking,102,501
9936,8/21/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,708,506
9937,8/21/21,Unauthorized Use Of A Vehicle - Crime Of Violence,603,506
9938,8/22/21,Armed Carjacking,702,702
9939,8/22/21,Fugitive From Justice,707,706
9940,8/22/21,Fugitive From Justice,708,DISTRICT/JPC
9941,8/22/21,,702,702
9942,8/22/21,Unauthorized Use Of A Vehicle,Out of State,706
9943,8/22/21,Absconder (Custody Order),Out of State,706
9944,8/22/21,Absconder (Custody Order),106,106
9945,8/22/21,Threats To Do Bodily Harm -misd,608,602
9946,8/22/21,Unauthorized Use Of A Vehicle - Crime Of Violence,704,706
9947,8/22/21,Theft First Degree (Stolen Auto),106,403
9948,8/23/21,Threat To Kidnap Or Injure A Person,507,507
9949,8/23/21,Unauthorized Use Of A Vehicle,104,608
9950,8/23/21,Unauthorized Use Of A Vehicle,407,608
9951,8/23/21,Unauthorized Use Of A Vehicle,306,608
9952,8/24/21,Absconder (Custody Order),104,702
9953,8/24/21,Robbery,708,COURT
9954,8/25/21,Fugitive From Justice,701,701
9955,8/25/21,Unlawful Poss Ammunition,604,604
9956,8/25/21,Fugitive From Justice,701,701
9957,8/25/21,Threat To Kidnap Or Injure A Person,701,701
9958,8/25/21,Unauthorized Use Of A Vehicle - Crime Of Violence,701,106
9959,8/25/21,Failure To Appear (OAG),106,COURT
9960,8/25/21,Theft First Degree (Stolen Auto),604,604
9961,8/25/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,302,302
9962,8/26/21,Theft First Degree (Stolen Auto),603,605
9963,8/26/21,Absconder (Custody Order),UNKNOWN,703
9964,8/26/21,Theft First Degree (Stolen Auto),603,605
9965,8/26/21,Theft First Degree (Stolen Auto),603,605
9966,8/27/21,Robbery,Out of State,405
9967,8/27/21,Threats To Do Bodily Harm -misd,603,603
9968,8/27/21,Simple Assault,603,603
9969,8/29/21,Unauthorized Use Of A Vehicle - Crime Of Violence,Out of State,605
9970,8/29/21,Fugitive From Justice,Out of State,605
9971,8/30/21,Poss Prohibited Weapon -other,703,703
9972,8/31/21,Kidnapping,Out of State,COURT
9973,8/31/21,Kidnapping,706,307
9974,8/31/21,Burglary One,507,201
9975,8/31/21,Custody Order (Pre-Petition),302,302
9976,8/31/21,Kidnapping,706,307
9977,8/31/21,Kidnapping,706,104
9978,8/31/21,Kidnapping,706,403
9979,8/31/21,Kidnapping,706,404
9980,8/31/21,Kidnapping,706,104
9981,8/31/21,Burglary Two,706,702
9982,8/31/21,Absconder (Custody Order),706,702
9983,8/31/21,Failure To Appear (OAG),102,DISTRICT/JPC
9984,9/1/21,No Permit,702,602
9985,9/1/21,Unauthorized Use Of A Vehicle,106,DISTRICT/JPC
9986,9/1/21,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,702,702
9987,9/1/21,Possession Of A Large Capacity Ammunition Feeding Device (and),702,702
9988,9/1/21,Threats To Do Bodily Harm -misd,603,603
9989,9/1/21,Assault On A Police Officer (simple Assault),603,603
9990,9/1/21,Unauthorized Use Of A Vehicle - Crime Of Violence,708,602
9991,9/3/21,Armed Carjacking,704,103
9992,9/3/21,Armed Carjacking,UNKNOWN,103
9993,9/3/21,Theft First Degree (Stolen Auto),302,103
9994,9/3/21,Armed Carjacking,704,103
9995,9/3/21,Armed Carjacking,UNKNOWN,103
9996,9/3/21,Unauthorized Use Of A Vehicle,605,104
9997,9/3/21,Unauthorized Use Of A Vehicle,706,104
9998,9/3/21,Armed Carjacking,704,306
9999,9/3/21,Unauthorized Use Of A Vehicle,702,104
10000,9/3/21,Armed Carjacking,UNKNOWN,106
10001,9/3/21,Armed Carjacking,704,106
10002,9/3/21,Robbery,UNKNOWN,106
10003,9/3/21,Possession Of Bb Gun,603,602
10004,9/3/21,Armed Carjacking,UNKNOWN,306
10005,9/3/21,Robbery,704,106
10006,9/5/21,Fugitive From Justice,704,704
10007,9/5/21,First Degree Sexual Abuse,702,704
10008,9/5/21,Fugitive From Justice,704,704
10009,9/5/21,Absconder (Custody Order),704,704
10010,9/5/21,Armed Carjacking,704,106
10011,9/5/21,Armed Carjacking,704,103
10012,9/5/21,Armed Carjacking,704,103
10013,9/5/21,Robbery,704,106
10014,9/5/21,Poss Prohibited Weapon -other,105,105
10015,9/5/21,Absconder (Custody Order),105,105
10016,9/5/21,Unauthorized Use Of A Vehicle - Crime Of Violence,703,703
10017,9/7/21,No Permit,605,602
10018,9/7/21,Assault With A Dangerous Weapon,604,302
10019,9/7/21,Assault With Significant Bodily Injury,601,302
10020,9/7/21,Assault On A Police Officer (simple Assault),703,502
10021,9/7/21,Absconder (Custody Order),603,603
10022,9/7/21,Armed Carjacking,603,603
10023,9/7/21,Robbery,603,603
10024,9/9/21,Receiving Stolen Property-misd,UNKNOWN,507
10025,9/9/21,Absconder (Custody Order),505,507
10026,9/10/21,Absconder (Custody Order),708,702
10027,9/10/21,Theft First Degree (Stolen Auto),105,105
10028,9/10/21,Theft First Degree (Stolen Auto),105,105
10029,9/11/21,Absconder (Custody Order),409,409
10030,9/11/21,Simple Assault,602,602
10031,9/11/21,Poss W/i To Dist A Controlled Substance,708,701
10032,9/11/21,Threats To Do Bodily Harm -misd,105,604
10033,9/11/21,Assault On A Police Officer (simple Assault),UNKNOWN,106
10034,9/11/21,Fugitive From Justice,605,106
10035,9/11/21,Theft First Degree (Stolen Auto),607,207
10036,9/11/21,Simple Assault,104,108
10037,9/13/21,Assault With A Dangerous Weapon,203,203
10038,9/14/21,Unauthorized Use Of A Vehicle,Out of State,707
10039,9/14/21,Absconder (Custody Order),604,604
10040,9/14/21,Robbery,701,106
10041,9/14/21,Simple Assault,308,602
10042,9/14/21,Simple Assault,302,302
10043,9/15/21,No Permit,407,406
10044,9/15/21,Unauthorized Use Of A Vehicle,604,306
10045,9/15/21,Carry Pistol W/o Lic-gun Free Zone,UNKNOWN,406
10046,9/15/21,Carry Pistol W/o Lic-gun Free Zone,407,406
10047,9/15/21,Carry Pistol W/o Lic-gun Free Zone,407,406
10048,9/15/21,Fugitive From Justice,604,101
10049,9/15/21,Absconder (Custody Order),603,COURT
10050,9/16/21,Destruction Of Property $1000 Or More,605,607
10051,9/17/21,Fugitive From Justice,UNKNOWN,COURT
10052,9/17/21,Fugitive From Justice,704,COURT
10053,9/17/21,Carry Pistol W/o Lic -outside Home/business,701,703
10054,9/19/21,Destruction Of Property Less Than $1000,708,507
10055,9/20/21,Possession Of Bb Gun,603,603
10056,9/20/21,Absconder (Custody Order),603,603
10057,9/20/21,Threat To Kidnap Or Injure A Person,107,503
10058,9/20/21,Simple Assault,501,501
10059,9/20/21,Simple Assault,507,507
10060,9/21/21,Absconder (Custody Order),608,608
10061,9/21/21,Possession Of Bb Gun,407,701
10062,9/22/21,,603,603
10063,9/22/21,Robbery,603,603
10064,9/22/21,Carry Pistol W/o Lic -outside Home/business,702,209
10065,9/23/21,Robbery,603,107
10066,9/24/21,Armed Carjacking,704,704
10067,9/24/21,Absconder (Custody Order),604,DISTRICT/JPC
10068,9/25/21,Custody Order (Pre-Petition),102,COURT
10069,9/25/21,Obstruction Justice (due Administration),507,703
10070,9/26/21,Fugitive From Justice,703,207
10071,9/27/21,Fugitive From Justice,601,DISTRICT/JPC
10072,9/27/21,Absconder (Custody Order),401,DISTRICT/JPC
10073,9/27/21,Burglary One,Out of State,608
10074,9/27/21,Absconder (Custody Order),602,COURT
10075,9/28/21,Absconder (Custody Order),308,308
10076,9/29/21,Armed Carjacking,405,405
10077,9/29/21,Armed Carjacking,404,405
10078,9/29/21,Armed Carjacking,601,405
10079,9/29/21,Armed Carjacking,303,405
10080,9/29/21,Fugitive From Justice,102,COURT
10081,9/29/21,Assault On A Police Officer (simple Assault),706,706
10082,9/29/21,Armed Carjacking,401,602
10083,9/29/21,,604,602
10084,9/29/21,Armed Carjacking,401,107
10085,9/29/21,Armed Carjacking,604,107
10086,9/29/21,Absconder (Custody Order),604,DISTRICT/JPC
10087,9/29/21,Armed Carjacking,405,405
10088,9/29/21,Armed Carjacking,404,405
10089,9/29/21,Armed Carjacking,108,405
10090,9/29/21,Armed Carjacking,307,405
10091,9/30/21,Aggravated Aslt-grave Risk,407,302
10092,9/30/21,Robbery,405,302
10093,10/1/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,502,502
10094,10/1/21,Robbery,302,502
10095,10/1/21,Robbery,502,502
10096,10/1/21,Possession Of Bb Gun,403,401
10097,10/2/21,Theft Second Degree (all Other Larceny),407,701
10098,10/2/21,Threats To Do Bodily Harm -misd,607,607
10099,10/3/21,Third Degree Sex Abuse- Force,UNKNOWN,708
10100,10/3/21,Simple Assault,307,307
10101,10/3/21,Custody Order (Pre-Petition),604,707
10102,10/4/21,Unauthorized Use Of A Vehicle,701,507
10103,10/4/21,Absconder (Custody Order),705,COURT
10104,10/6/21,Absconder (Custody Order),106,COURT
10105,10/6/21,Assault On A Police Officer (simple Assault),707,705
10106,10/6/21,Threats To Do Bodily Harm -misd,702,705
10107,10/7/21,CPWOL Outside Home or Business (Prior Felony) in violation of 2nd Emergency Act of 2014 Act 20-0564,706,602
10108,10/7/21,Robbery,603,603
10109,10/7/21,Absconder (Custody Order),604,605
10110,10/7/21,Robbery,106,408
10111,10/7/21,Robbery,304,408
10112,10/7/21,Robbery,503,408
10113,10/8/21,Assault With A Dangerous Weapon,501,507
10114,10/10/21,Carry Pistol W/o Lic (misd),507,305
10115,10/10/21,Possess Prohibited Weapon,Out of State,502
10116,10/11/21,Robbery,505,505
10117,10/11/21,Robbery,502,502
10118,10/12/21,Assault With A Dangerous Weapon,703,106
10119,10/12/21,"Lewd, Indecent, Or Obscene Acts (all Other Offenses)",Out of State,COURT
10120,10/12/21,CPWOL Outside Home or Business (Prior Felony) in violation of 2nd Emergency Act of 2014 Act 20-0564,507,602
10121,10/12/21,Fugitive From Justice,505,604
10122,10/13/21,Absconder (Custody Order),705,DISTRICT/JPC
10123,10/14/21,Absconder (Custody Order),Out of State,DISTRICT/JPC
10124,10/14/21,Possession Of A Large Capacity Ammunition Feeding Device (and),304,304
10125,10/14/21,Absconder (Custody Order),604,DISTRICT/JPC
10126,10/14/21,Poss Of A Controlled Substance -misd,304,304
10127,10/14/21,Theft First Degree (purse-snatching),403,403
10128,10/14/21,Simple Assault,304,101
10129,10/15/21,Absconder (Custody Order),605,COURT
10130,10/16/21,Absconder (Custody Order),405,405
10131,10/17/21,Unauthorized Use Of A Vehicle - Crime Of Violence,406,406
10132,10/18/21,Armed Carjacking,Out of State,206
10133,10/19/21,Theft Second Degree (all Other Larceny),601,602
10134,10/19/21,Simple Assault,Out of State,607
10135,10/19/21,Theft Second Degree (all Other Larceny),503,107
10136,10/19/21,Simple Assault,505,505
10137,10/19/21,Threat To Kidnap Or Injure A Person,405,405
10138,10/20/21,Murder I,501,503
10139,10/21/21,Carry Pistol W/o Lic -outside Home/business,UNKNOWN,507
10140,10/21/21,Carry Pistol W/o Lic -outside Home/business,507,507
10141,10/21/21,Carry Pistol W/o Lic -outside Home/business,401,507
10142,10/22/21,Threat To Kidnap Or Injure A Person,601,601
10143,10/23/21,Robbery,704,COURT
10144,10/23/21,Robbery,704,COURT
10145,10/23/21,Robbery,Out of State,COURT
10146,10/25/21,Absconder (Custody Order),705,COURT
10147,10/26/21,Attempt To Commit Robbery,603,603
10148,10/26/21,Custody Order (Pre-Petition),409,404
10149,10/27/21,Custody Order (Pre-Petition),704,303
10150,10/27/21,Unlawful Possession Of A Firearm,704,704
10151,10/27/21,Custody Order (Pre-Petition),704,303
10152,10/27/21,Absconder (Custody Order),506,COURT
10153,10/27/21,Unauthorized Use Of A Vehicle,607,608
10154,10/27/21,Theft By Taking (all Other Larceny),602,209
10155,10/27/21,Theft By Taking (all Other Larceny),602,202
10156,10/28/21,Assault With A Dangerous Weapon,605,605
10157,10/28/21,Assault With A Dangerous Weapon,407,402
10158,10/28/21,Robbery,603,603
10159,10/28/21,Robbery,Out of State,603
10160,10/28/21,Absconder (Custody Order),507,101
10161,10/29/21,Assault With A Dangerous Weapon,702,308
10162,10/29/21,Possession Of A Destructive Device,302,405
10163,10/29/21,Unauthorized Use Of A Vehicle,701,608
10164,10/30/21,Destruction Of Property Less Than $1000,407,407
10165,10/31/21,Robbery,Out of State,405
10166,10/31/21,Robbery,Out of State,405
10167,10/31/21,Robbery,Out of State,405
10168,10/31/21,Robbery,507,405
10169,10/31/21,Armed Carjacking,608,502
10170,10/31/21,Armed Carjacking,106,502
10171,10/31/21,Failure To Appear (OAG),106,COURT
10172,10/31/21,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,106,302
10173,10/31/21,Robbery,Out of State,405
10174,10/31/21,Robbery,Out of State,405
10175,10/31/21,Robbery,Out of State,405
10176,10/31/21,Robbery,507,405
10177,10/31/21,Possess Prohibited Weapon,Out of State,405
10178,11/1/21,Failure To Appear (OAG),604,DISTRICT/JPC
10179,11/1/21,Unauthorized Use Of A Vehicle,604,604
10180,11/2/21,Consumption of marijuana in public space prohibited,Out of State,206
10181,11/2/21,No Permit,Out of State,704
10182,11/2/21,Theft First Degree (Stolen Auto),304,208
10183,11/2/21,Simple Assault,104,603
10184,11/2/21,Simple Assault,106,106
10185,11/2/21,Armed Carjacking,603,602
10186,11/2/21,Armed Carjacking,Out of State,602
10187,11/2/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Out of State,704
10188,11/2/21,Robbery,603,603
10189,11/2/21,Unarmed Carjacking,603,605
10190,11/2/21,Robbery,603,603
10191,11/2/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,UNKNOWN,602
10192,11/2/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,607,602
10193,11/2/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,602,602
10194,11/2/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,602,602
10195,11/3/21,Simple Assault,705,707
10196,11/3/21,Threats To Do Bodily Harm -misd,603,603
10197,11/4/21,Burglary One,603,707
10198,11/4/21,Fugitive From Justice,607,107
10199,11/5/21,Robbery,603,603
10200,11/5/21,Robbery,603,603
10201,11/5/21,Robbery,706,603
10202,11/5/21,Absconder (Custody Order),603,COURT
10203,11/6/21,Assault With A Dangerous Weapon,102,COURT
10204,11/6/21,Destruction Of Property Less Than $1000,507,507
10205,11/6/21,Assault With A Dangerous Weapon,704,505
10206,11/6/21,Assault With A Dangerous Weapon,405,505
10207,11/7/21,Robbery,705,103
10208,11/7/21,Robbery,603,103
10209,11/7/21,Robbery,602,103
10210,11/7/21,Robbery,705,305
10211,11/7/21,Theft Second Degree (all Other Larceny),705,103
10212,11/8/21,No Permit,Out of State,507
10213,11/8/21,No Permit,106,601
10214,11/8/21,Absconder (Custody Order),705,DISTRICT/JPC
10215,11/8/21,Poss Of A Controlled Substance -misd,Out of State,507
10216,11/8/21,Robbery,604,602
10217,11/8/21,CPWOL Outside Home or Business (Prior Felony) in violation of 2nd Emergency Act of 2014 Act 20-0564,602,104
10218,11/9/21,Murder II,401,607
10219,11/9/21,Assault With A Dangerous Weapon,503,608
10220,11/9/21,Assault With A Dangerous Weapon,602,608
10221,11/9/21,Simple Assault,507,507
10222,11/9/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,507,704
10223,11/9/21,Theft First Degree (Stolen Auto),704,507
10224,11/9/21,Custody Order (Pre-Petition),507,704
10225,11/10/21,Simple Assault,708,107
10226,11/10/21,Custody Order (Pre-Petition),503,505
10227,11/10/21,Robbery,605,COURT
10228,11/10/21,Custody Order (Pre-Petition),503,COURT
10229,11/10/21,Robbery,608,COURT
10230,11/10/21,Robbery,106,COURT
10231,11/10/21,Destruction Of Property Less Than $1000,503,504
10232,11/10/21,Robbery,605,105
10233,11/10/21,Robbery,106,105
10234,11/10/21,Robbery,608,105
10235,11/10/21,Robbery,608,106
10236,11/10/21,Robbery,207,105
10237,11/10/21,Simple Assault,501,507
10238,11/10/21,Robbery,706,103
10239,11/11/21,Shoplifting,603,106
10240,11/11/21,Failure To Appear (OAG),603,106
10241,11/13/21,Resisting Arrest,205,207
10242,11/13/21,Absconder (Custody Order),506,603
10243,11/13/21,Simple Assault,603,302
10244,11/13/21,Bench Warrant,603,302
10245,11/14/21,Destruction Of Property Less Than $1000,705,705
10246,11/14/21,Unlawful Entry,407,603
10247,11/15/21,Simple Assault,705,705
10248,11/15/21,Carry Pistol W/o Lic -outside Home/business,704,704
10249,11/15/21,Robbery In The First Degree,606,602
10250,11/15/21,Robbery In The First Degree,601,602
10251,11/15/21,Robbery,605,708
10252,11/15/21,Poss W/i To Dist Marijuana-fel,Out of State,504
10253,11/16/21,Fleeing from a law enforcement officer in a motor vehicle,703,507
10254,11/16/21,Assault With A Dangerous Weapon,602,608
10255,11/16/21,Simple Assault,605,607
10256,11/16/21,Absconder (Custody Order),304,302
10257,11/16/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,304,302
10258,11/16/21,Theft First Degree (Stolen Auto),304,302
10259,11/16/21,Unauthorized Use Of A Vehicle - Crime Of Violence,703,507
10260,11/16/21,Unauthorized Use Of A Vehicle - Crime Of Violence,704,507
10261,11/17/21,Absconder (Custody Order),Out of State,DISTRICT/JPC
10262,11/17/21,Simple Assault,703,703
10263,11/17/21,Robbery,603,603
10264,11/18/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,704,704
10265,11/18/21,Unlawful Poss Ammunition,UNKNOWN,604
10266,11/19/21,Robbery,708,306
10267,11/19/21,Robbery,708,404
10268,11/19/21,Robbery,708,409
10269,11/20/21,Carry Pistol W/o Lic -outside Home/business,104,708
10270,11/20/21,Custody Order (Pre-Petition),102,708
10271,11/21/21,Carjacking,506,107
10272,11/21/21,Absconder (Custody Order),407,COURT
10273,11/21/21,Threats To Do Bodily Harm -misd,106,106
10274,11/21/21,Assault With A Dangerous Weapon,608,602
